OBJECTID,REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,COD_DISTRI,TIPO_DISTR,CODIGO_C17,T_HOM_R,T_MUJ_R,T_POB_R,T_HOM_U,T_MUJ_U,T_POB_U,T_HOM,T_MUJ,T_POB,T_VIV_U,T_VIV_R,T_VIV,Shape_Leng,Shape__Area,Shape__Length,SUPERFICIE__KM2_,Densidad
1971,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9101,TEMUCO,19,URBANO,910119,0,0,0,10884,11956,22840,10884,11956,22840,8193,0,8193,0.1444984,10046701.1601562,17680.65415893,6.09891033,3744.93115234
1972,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9120,VILLARRICA,3,MIXTO,912003,28,30,58,11110,12172,23282,11138,12202,23340,9161,27,9188,0.24025597,28120613.7695312,29418.94340827,16.74054718,1394.21960449
1973,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5502,CALERA,5,URBANO,550205,0,0,0,11102,12264,23366,11102,12264,23366,8569,0,8569,0.08361909,5557275.3515625,9876.02131282,3.94524264,5922.57617188
1974,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5109,VIÑA DEL MAR,4,URBANO,510904,0,0,0,11819,12168,23987,11819,12168,23987,15802,0,15802,0.22976122,19615258.3710938,25513.85339359,13.7704277,1741.92126465
1975,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5109,VIÑA DEL MAR,16,URBANO,510916,0,0,0,11822,12705,24527,11822,12705,24527,9156,0,9156,0.10287313,6704284.484375,12065.39878867,4.68317842,5237.25488281
1976,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9112,PADRE LAS CASAS,5,MIXTO,911205,148,140,288,11320,12953,24273,11468,13093,24561,8256,97,8353,0.09609157,6212118.8984375,12024.56065453,3.78905034,6482.09912109
1977,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5301,LOS ANDES,6,URBANO,530106,0,0,0,11746,12986,24732,11746,12986,24732,9209,0,9209,0.09092345,5694780.5078125,10932.67316719,4.02562809,6143.63769531
1978,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5801,QUILPUÉ,9,URBANO,580109,0,0,0,11813,13421,25234,11813,13421,25234,9123,0,9123,0.08784793,5108294.57617188,10257.73283785,3.57542682,7057.61914063
1979,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10201,CASTRO,1,MIXTO,1020101,30,23,53,12358,13005,25363,12388,13028,25416,9775,21,9796,0.15431103,15839073.1054688,18358.99732278,8.58687878,2959.86474609
1980,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5804,VILLA ALEMANA,4,MIXTO,580404,0,0,0,12256,13459,25715,12256,13459,25715,9073,0,9073,0.09267226,6391363.98242188,11495.75306228,4.45432281,5773.04394531
1981,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14101,VALDIVIA,7,MIXTO,1410107,318,312,630,11877,13476,25353,12195,13788,25983,8836,239,9075,0.59987118,38592340.8867188,70322.69755816,22.76923561,1141.14501953
1982,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5107,QUINTERO,1,MIXTO,510701,62,59,121,12840,13407,26247,12902,13466,26368,14768,180,14948,0.41130079,34703134.1230469,44361.15328461,24.50590134,1075.98571777
1983,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5109,VIÑA DEL MAR,7,URBANO,510907,0,0,0,12819,13577,26396,12819,13577,26396,9735,0,9735,0.30189662,55155855.515625,35714.37307892,38.60546494,683.73742676
1984,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5109,VIÑA DEL MAR,5,URBANO,510905,0,0,0,12545,13855,26400,12545,13855,26400,9416,0,9416,0.12255916,8249221.03710938,14165.67725414,5.78580952,4562.88769531
1985,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,21,MIXTO,310121,41,25,66,13847,14154,28001,13888,14179,28067,9768,58,9826,1.46835153,698467630.416016,173068.1319069,543.79077148,51.61360168
1986,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5501,QUILLOTA,2,URBANO,550102,0,0,0,13337,14894,28231,13337,14894,28231,10002,0,10002,0.08129182,5048592.6328125,9699.19716562,3.52863741,8000.53857422
1987,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10101,PUERTO MONTT,6,MIXTO,1010106,736,688,1424,13286,14231,27517,14022,14919,28941,10927,589,11516,0.41699825,74990441.2539062,51877.0220855,41.93491745,690.14086914
1988,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10109,PUERTO VARAS,1,MIXTO,1010901,2173,2029,4202,11960,12952,24912,14133,14981,29114,9214,1444,10658,0.83278672,209218944.726562,102265.80928782,117.57754517,247.61531067
1989,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5804,VILLA ALEMANA,2,URBANO,580402,0,0,0,13741,15402,29143,13741,15402,29143,10342,0,10342,0.14651301,14330163.1621094,17199.13896027,10.07683086,2892.07983398
1990,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5801,QUILPUÉ,12,URBANO,580112,0,0,0,14561,16893,31454,14561,16893,31454,11611,0,11611,0.13669574,9852270.70117188,16567.6680001,6.89798164,4559.88476563
1991,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4301,OVALLE,1,MIXTO,430101,9,11,20,14947,17006,31953,14956,17017,31973,11323,12,11335,0.13844309,10460129.2460938,16517.31724237,7.79520464,4101.62451172
1992,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,6,MIXTO,310106,0,0,0,16389,16609,32998,16389,16609,32998,10771,0,10771,0.16403367,18893790.4628906,19257.25866687,14.9283886,2210.41943359
1993,5,REGIÓN DE VALPARAÍSO,58,MARGA MARGA,5804,VILLA ALEMANA,5,URBANO,580405,0,0,0,16289,18877,35166,16289,18877,35166,12360,0,12360,0.09136723,5679701.01367188,11347.39403115,3.9521873,8897.85742188
1994,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5103,CONCÓN,1,URBANO,510301,0,0,0,18607,20417,39024,18607,20417,39024,19076,0,19076,0.22307103,16943909.8789062,23220.42135109,11.86972618,3287.69165039
1995,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9101,TEMUCO,10,MIXTO,910110,3543,3571,7114,18014,20082,38096,21557,23653,45210,13897,2626,16523,0.47833381,107173287.460938,56967.41776603,64.93538666,696.23059082
1996,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10101,PUERTO MONTT,7,MIXTO,1010107,1309,1225,2534,20711,22515,43226,22020,23740,45760,14448,1069,15517,0.67839953,167564841.679688,80730.31018325,94.33171844,485.09664917
1997,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14101,VALDIVIA,8,MIXTO,1410108,217,234,451,23004,25281,48285,23221,25515,48736,16404,170,16574,0.34148096,25523852.9375,40878.60501208,15.14067078,3218.87988281
1998,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5109,VIÑA DEL MAR,17,URBANO,510917,0,0,0,23738,25734,49472,23738,25734,49472,18252,0,18252,0.24230599,30785108.1679688,28804.82027525,21.59149742,2291.2722168
1999,10,REGIÓN DE LOS LAGOS,103,OSORNO,10301,OSORNO,5,MIXTO,1030105,177,162,339,24758,27653,52411,24935,27815,52750,18611,141,18752,0.42492995,108752651.808594,51953.11517094,62.75052261,840.63043213
2000,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10101,PUERTO MONTT,3,MIXTO,1010103,671,713,1384,28733,29231,57964,29404,29944,59348,20741,535,21276,0.38085494,43340217.0585938,45061.34533812,24.19552994,2452.84960938
2001,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1401,POZO ALMONTE,4,RURAL,140104,0,0,0,0,0,0,0,0,0,0,0,0,1.41870707,1339558345.3457,162807.4560068,1169.00708008,0
2002,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1403,COLCHANE,3,RURAL,140303,0,0,0,0,0,0,0,0,0,0,14,14,1.04047924,422101642.678711,118635.20566888,373.13058472,0
2003,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15201,PUTRE,9,RURAL,1520109,0,0,0,0,0,0,0,0,0,0,13,13,0.70864948,232483970.633789,80511.9037588,224.97756958,0
2004,2,REGIÓN DE ANTOFAGASTA,21,ANTOFAGASTA,2104,TALTAL,6,RURAL,210406,0,0,0,0,0,0,0,0,0,0,0,0,0.77622084,436362218.234375,90858.66322302,352.35153198,0
2005,2,REGIÓN DE ANTOFAGASTA,22,EL LOA,2201,CALAMA,4,RURAL,220104,0,0,0,0,0,0,0,0,0,0,0,0,3.1767926,2434756064.82422,372003.98286769,2084.50415039,0
2006,2,REGIÓN DE ANTOFAGASTA,23,TOCOPILLA,2302,MARÍA ELENA,2,RURAL,230202,0,0,0,0,0,0,0,0,0,0,0,0,2.13908662,1711830207.71094,240240.80681792,1463.24902344,0
2007,2,REGIÓN DE ANTOFAGASTA,23,TOCOPILLA,2302,MARÍA ELENA,5,RURAL,230205,0,0,0,0,0,0,0,0,0,0,1,1,1.83699679,986221085.574219,205987.61840733,838.26806641,0
2008,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8302,ANTUCO,3,RURAL,830203,0,0,0,0,0,0,0,0,0,0,0,0,1.71377852,1002939604.70312,207586.69918188,635.41876221,0
2009,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8201,LEBU,4,RURAL,820104,0,0,0,0,0,0,0,0,0,0,0,0,0.53666888,93738356.90625,64522.28674079,58.88254166,0
2010,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8310,SAN ROSENDO,2,RURAL,831002,0,0,0,0,0,0,0,0,0,0,1,1,0.20396667,26363328.828125,24413.16711919,16.68593407,0
2011,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8311,SANTA BÁRBARA,6,RURAL,831106,0,0,0,0,0,0,0,0,0,0,1,1,1.0332623,357807700.699219,125434.12254764,224.64970398,0
2012,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12103,RÍO VERDE,3,RURAL,1210303,0,0,0,0,0,0,0,0,0,0,0,0,21.53771216,5186915973.89453,2453375.5167417,1899.15539551,0
2013,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,123,TIERRA DEL FUEGO,12303,TIMAUKEL,2,RURAL,1230302,0,0,0,0,0,0,0,0,0,0,0,0,11.9476194,6953299619.0625,1545011.28672202,4223.84912109,0
2014,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12101,PUNTA ARENAS,15,RURAL,1210115,1,0,1,0,0,0,1,0,1,0,1,1,181.56343581,25950984459.0781,21761146.1862791,9109.82910156,0.00010977
2015,2,REGIÓN DE ANTOFAGASTA,23,TOCOPILLA,2302,MARÍA ELENA,3,RURAL,230203,1,1,2,0,0,0,1,1,2,0,1,1,0.89236213,493962879.207031,103904.21922514,1907.42041016,0.00104854
2016,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1405,PICA,4,RURAL,140504,4,0,4,0,0,0,4,0,4,0,11,11,1.51360984,933651609.234375,171819.21640255,1667.67138672,0.00239855
2017,2,REGIÓN DE ANTOFAGASTA,23,TOCOPILLA,2301,TOCOPILLA,4,RURAL,230104,5,0,5,0,0,0,5,0,5,0,40,40,1.79471019,1445897278.19531,205617.22103826,1190.63525391,0.00419944
2018,2,REGIÓN DE ANTOFAGASTA,21,ANTOFAGASTA,2101,ANTOFAGASTA,13,RURAL,210113,5,0,5,0,0,0,5,0,5,0,1,1,5.46023274,13615764622.7012,634663.09553955,11187.36132813,0.00044693
2019,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15201,PUTRE,8,RURAL,1520108,7,0,7,0,0,0,7,0,7,0,35,35,1.18013329,589876288.519531,134217.76359467,551.53808594,0.01269178
2020,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8302,ANTUCO,2,RURAL,830202,6,2,8,0,0,0,6,2,8,0,4,4,1.37680332,678085842.378906,168992.79614264,430.46063232,0.01858474
2021,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1403,COLCHANE,4,RURAL,140304,5,6,11,0,0,0,5,6,11,0,30,30,1.0801643,584861441.657227,122705.73323027,518.4675293,0.02121637
2022,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8312,TUCAPEL,3,RURAL,831203,6,5,11,0,0,0,6,5,11,0,23,23,1.13598876,410992102.910156,135463.39827326,260.91421509,0.04215945
2023,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12101,PUNTA ARENAS,13,RURAL,1210113,9,5,14,0,0,0,9,5,14,0,31,31,9.37139363,11811164545.1719,1215341.46009113,4178.40380859,0.00335056
2024,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,122,ANTÁRTICA CHILENA,12201,CABO DE HORNOS,2,RURAL,1220102,9,7,16,0,0,0,9,7,16,0,5,5,145.66600361,33909669397.9844,17806248.9404772,4940.953125,0.00323824
2025,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8203,CAÑETE,4,RURAL,820304,12,6,18,0,0,0,12,6,18,0,12,12,0.76871272,248994061.652344,92176.04756432,155.34951782,0.11586776
2026,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1404,HUARA,8,RURAL,140408,13,13,26,0,0,0,13,13,26,0,29,29,1.76149066,1072109022.70996,199770.10106025,945.16040039,0.02750856
2027,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,122,ANTÁRTICA CHILENA,12201,CABO DE HORNOS,3,RURAL,1220103,25,1,26,0,0,0,25,1,26,0,2,2,2.13158342,3050372192.67188,296683.64933245,7301.5,0.00356091
2028,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5101,VALPARAÍSO,24,RURAL,510124,27,0,27,0,0,0,27,0,27,0,1,1,0.25211226,7629770.58984375,26172.73075116,7.10914946,3.79792261
2029,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4302,COMBARBALÁ,15,RURAL,430215,18,9,27,0,0,0,18,9,27,0,15,15,0.84344908,301408094.835938,99063.13803932,219.30738831,0.12311486
2030,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16106,PINTO,6,RURAL,1610606,18,11,29,0,0,0,18,11,29,0,29,29,1.70695383,988465541.867188,203896.69445036,630.41894531,0.04600116
2031,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12101,PUNTA ARENAS,11,RURAL,1210111,32,1,33,0,0,0,32,1,33,0,34,34,1.89317347,2595715593.85547,258281.65622227,931.1050415,0.03544176
2032,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5102,CASABLANCA,7,RURAL,510207,17,19,36,0,0,0,17,19,36,0,18,18,0.35856221,65187975.5996094,43140.24528382,45.30113983,0.79468203
2033,15,REGIÓN DE ARICA Y PARINACOTA,151,ARICA,15102,CAMARONES,2,RURAL,1510202,21,18,39,0,0,0,21,18,39,0,56,56,1.48473065,1038945820.12988,168036.08350435,923.83947754,0.04221513
2034,16,REGIÓN DE ÑUBLE,163,PUNILLA,16302,COIHUECO,7,RURAL,1630207,30,13,43,0,0,0,30,13,43,0,33,33,1.35771937,777472807.697266,165259.5813446,498.37667847,0.08628011
2035,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,123,TIERRA DEL FUEGO,12302,PRIMAVERA,2,RURAL,1230202,41,3,44,0,0,0,41,3,44,0,78,78,2.45825728,2111200974.44141,316727.0147246,771.52813721,0.05702968
2036,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15202,GENERAL LAGOS,4,RURAL,1520204,23,23,46,0,0,0,23,23,46,0,60,60,0.61110527,237096309.568359,68947.69918268,213.5892334,0.21536666
2037,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,123,TIERRA DEL FUEGO,12301,PORVENIR,2,RURAL,1230102,41,7,48,0,0,0,41,7,48,0,75,75,2.70695207,4514658818.14453,351561.36259752,1627.33679199,0.02949605
2038,2,REGIÓN DE ANTOFAGASTA,22,EL LOA,2201,CALAMA,3,RURAL,220103,44,5,49,0,0,0,44,5,49,0,93,93,2.86467754,4177788116.25586,332412.94881287,3590.26220703,0.01364803
2039,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8206,LOS ÁLAMOS,3,RURAL,820603,23,27,50,0,0,0,23,27,50,0,31,31,0.67630785,216547392.320312,79135.24597722,135.40910339,0.3692514
2040,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15201,PUTRE,6,RURAL,1520106,29,22,51,0,0,0,29,22,51,0,174,174,2.27130713,2181893377.18652,257722.58772042,1922.98925781,0.02652121
2041,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15201,PUTRE,2,RURAL,1520102,37,15,52,0,0,0,37,15,52,0,119,119,1.07012468,614957871.166992,120047.74454537,552.26947021,0.09415694
2042,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8109,SANTA JUANA,3,RURAL,810903,24,28,52,0,0,0,24,28,52,0,48,48,0.38357229,74026560.0039062,46570.23363089,46.84022141,1.11015701
2043,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15201,PUTRE,7,RURAL,1520107,25,28,53,0,0,0,25,28,53,0,176,176,1.27147778,613323031.192383,143614.87767184,529.71246338,0.10005429
2044,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1405,PICA,3,RURAL,140503,48,7,55,0,0,0,48,7,55,0,92,92,1.91674476,1245954210.58008,219174.05717366,1095.84851074,0.05018942
2045,2,REGIÓN DE ANTOFAGASTA,21,ANTOFAGASTA,2104,TALTAL,7,RURAL,210407,34,22,56,0,0,0,34,22,56,0,6,6,3.26286692,5833991901.5,389434.6699128,4753.38085938,0.01178109
2046,4,REGIÓN DE COQUIMBO,41,ELQUI,4102,COQUIMBO,13,RURAL,410213,37,24,61,0,0,0,37,24,61,0,22,22,0.68342941,254479819.740234,80614.33682002,188.57585144,0.32347727
2047,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16101,CHILLÁN,11,RURAL,1610111,39,25,64,0,0,0,39,25,64,0,27,27,0.40361496,77166566.9609375,48745.53207988,49.53371048,1.29204941
2048,4,REGIÓN DE COQUIMBO,41,ELQUI,4104,LA HIGUERA,6,RURAL,410406,43,22,65,0,0,0,43,22,65,0,44,44,0.51658303,115972823.083984,59572.38650405,87.79753113,0.7403397
2049,16,REGIÓN DE ÑUBLE,163,PUNILLA,16302,COIHUECO,8,RURAL,1630208,38,27,65,0,0,0,38,27,65,0,41,41,0.8587698,282799574.568359,104551.29575313,182.09628296,0.35695401
2050,4,REGIÓN DE COQUIMBO,41,ELQUI,4101,LA SERENA,11,RURAL,410111,42,24,66,0,0,0,42,24,66,0,71,71,1.11439401,529932080.810547,130357.2613802,398.38613892,0.16566841
2051,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8201,LEBU,5,RURAL,820105,39,33,72,0,0,0,39,33,72,0,47,47,0.51852132,89543291.1523438,63136.04650041,56.14796448,1.2823261
2052,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1404,HUARA,5,RURAL,140405,52,22,74,0,0,0,52,22,74,0,43,43,2.01259515,1960018136.34766,225223.66939138,1734.6550293,0.04265978
2053,4,REGIÓN DE COQUIMBO,42,CHOAPA,4201,ILLAPEL,3,RURAL,420103,44,31,75,0,0,0,44,31,75,0,36,36,0.53190066,129820836.080078,63367.25047893,94.11672974,0.79688275
2054,16,REGIÓN DE ÑUBLE,163,PUNILLA,16304,SAN FABIÁN,5,RURAL,1630405,50,25,75,0,0,0,50,25,75,0,47,47,1.96486254,1118456035.96094,245382.14277983,719.89544678,0.1041818
2055,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8103,CHIGUAYANTE,6,RURAL,810306,37,38,75,0,0,0,37,38,75,0,31,31,0.37944444,58265131.046875,46227.81080394,35.42996216,2.11685252
2056,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1404,HUARA,6,RURAL,140406,42,34,76,0,0,0,42,34,76,0,156,156,1.83617708,1776418088.24609,208872.77012361,1575.4831543,0.04823917
2057,4,REGIÓN DE COQUIMBO,41,ELQUI,4104,LA HIGUERA,3,RURAL,410403,36,41,77,0,0,0,36,41,77,0,34,34,0.63580599,114197429.736328,75677.39145178,86.37799835,0.89143068
2058,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8106,LOTA,6,RURAL,810606,39,38,77,0,0,0,39,38,77,0,93,93,0.48468993,71563219.1210938,58004.17124212,45.38275528,1.69667971
2059,2,REGIÓN DE ANTOFAGASTA,22,EL LOA,2202,OLLAGÜE,2,RURAL,220202,73,8,81,0,0,0,73,8,81,0,103,103,1.89785832,1837523208.61133,220350.8574951,1578.78637695,0.05130523
2060,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4302,COMBARBALÁ,13,RURAL,430213,44,39,83,0,0,0,44,39,83,0,61,61,0.36608402,75759355.1210938,42792.76332182,75.8398056,1.09441209
2061,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1401,POZO ALMONTE,7,RURAL,140107,61,22,83,0,0,0,61,22,83,0,21,21,1.46527724,1636762047.26172,168069.54022626,1423.40625,0.05831083
2062,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16109,YUNGAY,5,RURAL,1610905,53,30,83,0,0,0,53,30,83,0,57,57,0.60431087,188083559.476562,70988.5562774,119.6778183,0.69352865
2063,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16101,CHILLÁN,9,RURAL,1610109,45,42,87,0,0,0,45,42,87,0,65,65,0.18068795,17573361.5234375,21952.26143641,11.22490501,7.75062275
2064,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8205,CURANILAHUE,8,RURAL,820508,55,33,88,0,0,0,55,33,88,0,47,47,1.0351164,367270892.683594,124919.45013414,230.30015564,0.38211003
2065,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,12104,SAN GREGORIO,2,RURAL,1210402,81,10,91,0,0,0,81,10,91,0,147,147,4.65399005,9268566357.37891,624730.50991305,3471.7890625,0.02621127
2066,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8203,CAÑETE,5,RURAL,820305,54,41,95,0,0,0,54,41,95,0,62,62,0.64801569,178762080.367188,77563.94194719,111.3250351,0.85335702
2067,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8105,HUALQUI,5,RURAL,810505,62,43,105,0,0,0,62,43,105,0,80,80,0.36507591,56458541.15625,43175.04994048,35.99537277,2.91704154
2068,4,REGIÓN DE COQUIMBO,41,ELQUI,4101,LA SERENA,12,RURAL,410112,65,42,107,0,0,0,65,42,107,0,140,140,1.0598175,417832508.306641,125635.33247004,314.75393677,0.33994809
2069,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4304,PUNITAQUI,2,RURAL,430402,60,52,112,0,0,0,60,52,112,0,77,77,0.28176027,43019160.8535156,33060.60413249,31.64966583,3.53874183
2070,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15201,PUTRE,4,RURAL,1520104,61,51,112,0,0,0,61,51,112,0,238,238,0.81538069,327876481.139648,91361.16488868,293.76031494,0.38126323
2071,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8108,SAN PEDRO DE LA PAZ,6,RURAL,810806,46,68,114,0,0,0,46,68,114,0,38,38,0.26141803,35576656.7695312,33420.4699744,22.72833252,5.01576614
2072,16,REGIÓN DE ÑUBLE,163,PUNILLA,16301,SAN CARLOS,14,RURAL,1630114,60,57,117,0,0,0,60,57,117,0,60,60,0.54489758,116270467.035156,64605.50295841,75.38872528,1.5519563
2073,15,REGIÓN DE ARICA Y PARINACOTA,152,PARINACOTA,15201,PUTRE,3,RURAL,1520103,78,40,118,0,0,0,78,40,118,0,133,133,1.4590426,829736594.862305,164710.58326272,743.78289795,0.15864845
2074,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8305,MULCHÉN,8,RURAL,830508,69,51,120,0,0,0,69,51,120,0,59,59,0.81113593,192118415.585938,95662.9399381,119.30939484,1.00578833
2075,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8309,QUILLECO,3,MIXTO,830903,53,55,108,8,4,12,61,59,120,6,42,48,0.79599275,335383493.035156,100620.94029537,211.79286194,0.56659132
2076,4,REGIÓN DE COQUIMBO,42,CHOAPA,4201,ILLAPEL,11,RURAL,420111,85,43,128,0,0,0,85,43,128,0,88,88,0.76466704,351305546.632812,90896.4578204,255.06271362,0.50183737
2077,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4304,PUNITAQUI,3,RURAL,430403,77,54,131,0,0,0,77,54,131,0,85,85,0.53436963,97948939.4921875,62860.98439924,71.96387482,1.82035792
2078,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5102,CASABLANCA,4,RURAL,510204,68,69,137,0,0,0,68,69,137,0,64,64,0.52768047,116734112.386719,61521.34326067,81.16064453,1.68801022
2079,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,124,ÚLTIMA ESPERANZA,12401,NATALES,4,RURAL,1240104,97,40,137,0,0,0,97,40,137,0,79,79,143.48223642,57483834095.8633,17897324.641566,24123.60742188,0.00567908
2080,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8102,CORONEL,5,MIXTO,810205,30,32,62,34,43,77,64,75,139,25,38,63,0.31536756,45051612.09375,38541.54354922,28.65902138,4.85013056
2081,16,REGIÓN DE ÑUBLE,162,ITATA,16202,COBQUECURA,5,RURAL,1620205,81,59,140,0,0,0,81,59,140,0,113,113,0.51230076,117740559.84375,60561.03928427,76.40512085,1.83233786
2082,1,REGIÓN DE TARAPACÁ,14,TAMARUGAL,1404,HUARA,7,RURAL,140407,74,67,141,0,0,0,74,67,141,0,338,338,1.53052658,1016810655.08398,174303.214908,898.05358887,0.15700622
2083,8,REGIÓN DEL BIOBÍO,82,ARAUCO,8205,CURANILAHUE,7,RURAL,820507,87,54,141,0,0,0,87,54,141,0,74,74,0.98318771,261473379.808594,116785.61898856,164.69020081,0.85615295
2084,8,REGIÓN DEL BIOBÍO,81,CONCEPCIÓN,8109,SANTA JUANA,9,RURAL,810909,85,57,142,0,0,0,85,57,142,0,63,63,0.47849057,145651479.699219,57997.77682438,91.92121887,1.54480112
2085,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16109,YUNGAY,6,RURAL,1610906,97,46,143,0,0,0,97,46,143,0,134,134,0.64280023,173737091.277344,76496.27331662,110.6000061,1.29294741
2086,16,REGIÓN DE ÑUBLE,161,DIGUILLÍN,16109,YUNGAY,7,RURAL,1610907,83,63,146,0,0,0,83,63,146,0,82,82,0.73058496,93598208.0859375,85127.21470152,59.5165596,2.45309877
2087,8,REGIÓN DEL BIOBÍO,83,BIOBÍO,8305,MULCHÉN,9,RURAL,830509,86,60,146,0,0,0,86,60,146,0,81,81,0.7740561,194597159.421875,94126.99930052,121.03934479,1.20621932
2088,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,124,ÚLTIMA ESPERANZA,12401,NATALES,2,RURAL,1240102,117,31,148,0,0,0,117,31,148,0,120,120,3.51392751,7492769592.54297,465528.4218652,2826.47558594,0.05236203
2089,4,REGIÓN DE COQUIMBO,42,CHOAPA,4202,CANELA,8,RURAL,420208,79,70,149,0,0,0,79,70,149,0,94,94,0.32814492,54645283.7050781,39327.9197949,39.82853699,3.74103618
