OBJECTID,REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,COD_DISTRI,TIPO_DISTR,CODIGO_C17,T_HOM_R,T_MUJ_R,T_POB_R,T_HOM_U,T_MUJ_U,T_POB_U,T_HOM,T_MUJ,T_POB,T_VIV_U,T_VIV_R,T_VIV,Shape_Leng,Shape__Area,Shape__Length,SUPERFICIE__KM2_,Densidad
103,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6202,LA ESTRELLA,4,RURAL,620204,248,218,466,0,0,0,248,218,466,0,282,282,0.44718511,114545529.830078,53362.04027586,78.0795517,5.96827221
104,7,REGIÓN DEL MAULE,71,TALCA,7103,CUREPTO,9,RURAL,710309,263,203,466,0,0,0,263,203,466,0,224,224,0.56865374,185794470.648438,68741.52051123,124.15240479,3.75345135
105,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,111,COYHAIQUE,11101,COYHAIQUE,2,RURAL,1110102,277,201,478,0,0,0,277,201,478,0,374,374,1.25008051,804784648.910156,159825.30452109,396.91271973,1.20429504
106,7,REGIÓN DEL MAULE,71,TALCA,7103,CUREPTO,4,RURAL,710304,265,215,480,0,0,0,265,215,480,0,286,286,0.92242579,302398952.806641,114742.25019886,201.93225098,2.3770349
107,7,REGIÓN DEL MAULE,71,TALCA,7103,CUREPTO,3,RURAL,710303,240,244,484,0,0,0,240,244,484,0,246,246,0.635639,106705552.259766,75403.64238895,71.36741638,6.78180647
108,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6107,LAS CABRAS,7,RURAL,610707,292,208,500,0,0,0,292,208,500,0,442,442,0.57437714,168576308.298828,69010.71074207,115.43317413,4.33151054
109,7,REGIÓN DEL MAULE,73,CURICÓ,7307,SAGRADA FAMILIA,8,RURAL,730708,247,253,500,0,0,0,247,253,500,0,167,167,0.40099264,103758544.751953,47856.67022819,69.2313385,7.2221632
110,7,REGIÓN DEL MAULE,74,LINARES,7402,COLBÚN,6,RURAL,740206,246,256,502,0,0,0,246,256,502,0,272,272,0.3702104,58868120.0351562,43006.30369085,38.76665115,12.94927502
111,13,REGIÓN METROPOLITANA DE SANTIAGO,132,CORDILLERA,13203,SAN JOSÉ DE MAIPO,5,MIXTO,1320305,253,253,506,0,0,0,253,253,506,0,565,565,1.0760122,462344399.779297,130649.18603297,318.72058105,1.58759749
112,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10202,ANCUD,3,RURAL,1020203,258,256,514,0,0,0,258,256,514,0,224,224,0.58084791,70315951.8320312,70643.27669323,38.77830124,13.25483513
113,7,REGIÓN DEL MAULE,71,TALCA,7107,PENCAHUE,6,RURAL,710706,283,233,516,0,0,0,283,233,516,0,299,299,0.83193867,342291068.916016,99348.61001021,228.02940369,2.26286602
114,7,REGIÓN DEL MAULE,71,TALCA,7107,PENCAHUE,4,RURAL,710704,291,227,518,0,0,0,291,227,518,0,346,346,0.69105538,191207609.160156,82660.09551399,126.89546967,4.08209991
115,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,113,CAPITÁN PRAT,11303,TORTEL,1,RURAL,1130301,285,238,523,0,0,0,285,238,523,0,320,320,106.88717094,44938551040.4062,13095316.9471068,20106.42773438,0.02601158
116,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6107,LAS CABRAS,10,RURAL,610710,288,244,532,0,0,0,288,244,532,0,204,204,0.63609455,213205991.429688,74350.11453079,145.55073547,3.65508294
117,7,REGIÓN DEL MAULE,74,LINARES,7402,COLBÚN,3,RURAL,740203,296,238,534,0,0,0,296,238,534,0,552,552,0.95400068,358953009.482422,114798.54564573,236.13844299,2.2613852
118,7,REGIÓN DEL MAULE,73,CURICÓ,7307,SAGRADA FAMILIA,5,RURAL,730705,280,262,542,0,0,0,280,262,542,0,252,252,0.76855682,233788666.650391,91056.06909417,155.95516968,3.47535777
119,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,111,COYHAIQUE,11101,COYHAIQUE,3,RURAL,1110103,322,220,542,0,0,0,322,220,542,0,490,490,2.60818126,3799354964.86328,332287.58983509,1888.49206543,0.28700146
120,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6304,LOLOL,3,RURAL,630403,274,269,543,0,0,0,274,269,543,0,259,259,0.51092897,125345266.40625,61867.26268496,84.30491638,6.44090557
121,7,REGIÓN DEL MAULE,73,CURICÓ,7307,SAGRADA FAMILIA,2,RURAL,730702,287,256,543,0,0,0,287,256,543,0,189,189,0.26304005,28920647.4277344,30729.33100512,19.44431877,27.92589569
122,7,REGIÓN DEL MAULE,71,TALCA,7109,SAN CLEMENTE,9,RURAL,710909,460,96,556,0,0,0,460,96,556,0,96,96,2.47837443,1752637348.51562,297399.37203054,1145.85559082,0.48522696
123,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,112,AYSÉN,11202,CISNES,5,RURAL,1120205,389,167,556,0,0,0,389,167,556,0,358,358,9.31135862,4272130821.45312,1170730.66891168,2212,0.25135624
124,13,REGIÓN METROPOLITANA DE SANTIAGO,132,CORDILLERA,13203,SAN JOSÉ DE MAIPO,4,RURAL,1320304,409,149,558,0,0,0,409,149,558,0,395,395,2.67993254,2949551545.75781,322954.98424916,2021.46374512,0.2760376
125,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,12,RURAL,720112,302,257,559,0,0,0,302,257,559,0,301,301,0.74912804,242148093.390625,90951.37687974,157.67799377,3.54519987
126,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6107,LAS CABRAS,6,RURAL,610706,288,273,561,0,0,0,288,273,561,0,245,245,0.449603,107954612.361328,53171.72174261,73.74482727,7.60731363
127,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6109,MALLOA,5,RURAL,610905,294,272,566,0,0,0,294,272,566,0,260,260,0.13975803,16680677.0820312,17119.46659894,11.3334322,49.94073868
128,7,REGIÓN DEL MAULE,71,TALCA,7107,PENCAHUE,7,RURAL,710707,300,272,572,0,0,0,300,272,572,0,229,229,0.94667692,285642392.982422,115202.39561569,190.05685425,3.00962567
129,7,REGIÓN DEL MAULE,74,LINARES,7406,SAN JAVIER,8,RURAL,740608,282,292,574,0,0,0,282,292,574,0,262,262,0.47511809,145852727.269531,57183.83205758,96.30986786,5.95992899
130,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,113,CAPITÁN PRAT,11302,O'HIGGINS,4,RURAL,1130204,338,244,582,0,0,0,338,244,582,0,315,315,2.28319531,3076586279.1875,305454.88003657,1365.42895508,0.42623967
131,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10209,QUEMCHI,8,RURAL,1020908,308,274,582,0,0,0,308,274,582,0,289,289,0.77159181,84073989.03125,95372.88573224,45.86906052,12.6882906
132,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,114,GENERAL CARRERA,11402,RÍO IBÁÑEZ,6,RURAL,1140206,339,244,583,0,0,0,339,244,583,0,293,293,1.68948683,1611092787.86328,219681.88766556,763.01428223,0.76407486
133,7,REGIÓN DEL MAULE,71,TALCA,7104,EMPEDRADO,2,MIXTO,710402,304,263,567,10,12,22,314,275,589,11,228,239,0.80378246,310780081.535156,95605.50941962,205.64672852,2.86413503
134,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6305,NANCAGUA,2,RURAL,630502,318,273,591,0,0,0,318,273,591,0,267,267,0.28761911,44373152.4179688,33950.2226007,29.94565582,19.7357502
135,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10205,DALCAHUE,2,RURAL,1020502,309,295,604,0,0,0,309,295,604,0,293,293,1.96885896,1471161379.05078,240055.37950193,802.93463135,0.75224054
136,7,REGIÓN DEL MAULE,74,LINARES,7404,PARRAL,11,RURAL,740411,339,274,613,0,0,0,339,274,613,0,292,292,1.04438498,301331082.716797,125360.0530455,195.45169067,3.13632488
137,13,REGIÓN METROPOLITANA DE SANTIAGO,135,MELIPILLA,13502,ALHUÉ,4,RURAL,1350204,329,294,623,0,0,0,329,294,623,0,264,264,0.86438467,382577252.1875,102501.0316246,262.22201538,2.37584949
138,7,REGIÓN DEL MAULE,74,LINARES,7406,SAN JAVIER,12,RURAL,740612,330,301,631,0,0,0,330,301,631,0,374,374,0.66726143,233847828.419922,81533.33090955,154.30459595,4.08931398
139,7,REGIÓN DEL MAULE,73,CURICÓ,7304,MOLINA,8,RURAL,730408,345,289,634,0,0,0,345,289,634,0,322,322,0.60418599,121833495.591797,73739.44422697,81.10063171,7.81744814
140,13,REGIÓN METROPOLITANA DE SANTIAGO,135,MELIPILLA,13505,SAN PEDRO,3,RURAL,1350503,343,298,641,0,0,0,343,298,641,0,241,241,0.73205559,296065057.570312,87030.90221027,203.16366577,3.15509176
141,7,REGIÓN DEL MAULE,71,TALCA,7107,PENCAHUE,3,RURAL,710703,357,284,641,0,0,0,357,284,641,0,292,292,0.66601409,147484252.414062,81481.80986589,98.01107788,6.54007721
142,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6109,MALLOA,6,RURAL,610906,332,310,642,0,0,0,332,310,642,0,288,288,0.18939311,15966774.5507812,22630.74276506,10.83056164,59.27670288
143,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10205,DALCAHUE,3,RURAL,1020503,327,322,649,0,0,0,327,322,649,0,285,285,0.82643856,255098664.6875,103071.00276603,139.72956848,4.64468622
144,7,REGIÓN DEL MAULE,71,TALCA,7109,SAN CLEMENTE,6,RURAL,710906,346,309,655,0,0,0,346,309,655,0,394,394,1.03001918,374124494.060547,121463.0541017,247.18443298,2.64984322
145,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10209,QUEMCHI,6,RURAL,1020906,350,310,660,0,0,0,350,310,660,0,322,322,0.6166267,90474738.7734375,73359.22841772,49.48073196,13.33852577
146,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6202,LA ESTRELLA,2,RURAL,620202,363,298,661,0,0,0,363,298,661,0,628,628,0.71054684,278499931.853516,86096.78448408,190.19049072,3.47546291
147,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13125,QUILICURA,3,URBANO,1312503,0,0,0,360,302,662,360,302,662,209,0,209,0.1773613,21903482.3476562,21081.25241906,15.18817425,43.58654404
148,7,REGIÓN DEL MAULE,73,CURICÓ,7305,RAUCO,2,RURAL,730502,337,333,670,0,0,0,337,333,670,0,343,343,0.33862406,80190186.796875,40706.09479567,53.6884079,12.47941589
149,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6108,MACHALÍ,9,MIXTO,610809,65,55,120,276,289,565,341,344,685,199,49,248,0.37405162,71485394.3632812,44859.5958072,48.70180893,14.0651865
150,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6201,PICHILEMU,3,RURAL,620103,384,302,686,0,0,0,384,302,686,0,433,433,0.83613096,326555725.058594,96899.11292321,222.72531128,3.0800271
151,7,REGIÓN DEL MAULE,73,CURICÓ,7309,VICHUQUÉN,3,RURAL,730903,304,275,579,58,52,110,362,327,689,48,657,705,0.5332185,144907130.162109,65583.81413478,97.70068359,7.05215168
152,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10209,QUEMCHI,7,RURAL,1020907,389,306,695,0,0,0,389,306,695,0,402,402,1.03005593,60750263.6445312,122162.07400769,33.32558823,20.85484505
153,7,REGIÓN DEL MAULE,73,CURICÓ,7301,CURICÓ,15,RURAL,730115,373,327,700,0,0,0,373,327,700,0,515,515,2.33260697,1100359252.14844,276656.82516399,731.0838623,0.95748252
154,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6109,MALLOA,7,RURAL,610907,361,348,709,0,0,0,361,348,709,0,375,375,0.55080635,157349319.490234,65691.85466431,106.55970764,6.65354681
155,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6205,NAVIDAD,5,RURAL,620505,420,291,711,0,0,0,420,291,711,0,514,514,0.48516896,94769250.4882812,58053.44191994,64.96193695,10.94487095
156,7,REGIÓN DEL MAULE,71,TALCA,7107,PENCAHUE,5,RURAL,710705,377,335,712,0,0,0,377,335,712,0,377,377,0.66402129,253592146.230469,80570.2654097,168.49603271,4.22561884
157,7,REGIÓN DEL MAULE,73,CURICÓ,7302,HUALAÑÉ,3,RURAL,730203,373,340,713,0,0,0,373,340,713,0,393,393,0.92408807,288365079.039062,110876.01512632,193.32965088,3.68800139
158,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,15,RURAL,720115,378,336,714,0,0,0,378,336,714,0,389,389,0.90944098,273869315.9375,106809.96615903,179.04373169,3.98785257
159,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6301,SAN FERNANDO,6,RURAL,630106,366,349,715,0,0,0,366,349,715,0,266,266,0.26334688,36966166.5507812,32051.19740648,24.94711685,28.66062546
160,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10202,ANCUD,7,RURAL,1020207,383,336,719,0,0,0,383,336,719,0,348,348,1.18014661,436730448.15625,144570.99316132,240.14045715,2.99408126
161,7,REGIÓN DEL MAULE,74,LINARES,7404,PARRAL,7,RURAL,740407,390,330,720,0,0,0,390,330,720,0,359,359,0.91682174,323177201.011719,111747.40876891,210.9994812,3.41233063
162,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6303,CHIMBARONGO,7,MIXTO,630307,286,240,526,102,102,204,388,342,730,78,209,287,0.40083436,76353131.5839844,47942.75560334,51.39038849,14.20499039
163,13,REGIÓN METROPOLITANA DE SANTIAGO,135,MELIPILLA,13503,CURACAVÍ,8,RURAL,1350308,394,336,730,0,0,0,394,336,730,0,331,331,0.44570523,140381070.648438,52324.33378779,97.71172333,7.47095633
164,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6308,PLACILLA,2,RURAL,630802,395,343,738,0,0,0,395,343,738,0,280,280,0.36876043,75576065.21875,43707.95408738,51.02989578,14.46211052
165,13,REGIÓN METROPOLITANA DE SANTIAGO,133,CHACABUCO,13303,TILTIL,5,RURAL,1330305,404,334,738,0,0,0,404,334,738,0,705,705,0.31132612,81346145.3828125,37375.2334925,57.03645706,12.93909264
166,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6113,PICHIDEGUA,6,RURAL,611306,383,358,741,0,0,0,383,358,741,0,296,296,0.3551504,46984797.765625,44013.806074,32.00760269,23.15074921
167,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,114,GENERAL CARRERA,11401,CHILE CHICO,2,RURAL,1140102,409,334,743,0,0,0,409,334,743,0,521,521,1.77848254,2257033318.07422,233399.16315098,1056.67443848,0.70314944
168,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6114,QUINTA DE TILCOCO,3,MIXTO,611403,255,250,505,110,130,240,365,380,745,76,170,246,0.13751959,13280153.9726562,16563.9229457,9.01928902,82.60074615
169,7,REGIÓN DEL MAULE,71,TALCA,7105,MAULE,2,RURAL,710502,374,376,750,0,0,0,374,376,750,0,306,306,0.31290535,45716445.0175781,38637.83496882,30.18697548,24.84515381
170,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6309,PUMANQUE,2,RURAL,630902,380,381,761,0,0,0,380,381,761,0,411,411,0.466698,127371915.427734,56147.6700204,86.28112793,8.82000542
171,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6309,PUMANQUE,3,RURAL,630903,383,385,768,0,0,0,383,385,768,0,346,346,0.44137896,117852106.587891,52346.21396819,79.5905838,9.64938259
172,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6205,NAVIDAD,2,RURAL,620502,394,375,769,0,0,0,394,375,769,0,484,484,0.37541184,69160410.1445312,45671.89041586,47.49509811,16.19114494
173,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6203,LITUECHE,3,RURAL,620303,422,355,777,0,0,0,422,355,777,0,690,690,0.45667266,129497336.716797,53896.12034936,88.5945816,8.77028847
174,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,4,MIXTO,720104,0,0,0,368,421,789,368,421,789,353,0,353,0.06197772,2571179.19140625,7598.5365743,1.69654667,465.06237793
175,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6206,PAREDONES,4,RURAL,620604,439,356,795,0,0,0,439,356,795,0,474,474,0.71905989,182901340.591797,86339.78182169,123.88131714,6.41743231
176,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6307,PERALILLO,4,RURAL,630704,403,398,801,0,0,0,403,398,801,0,394,394,0.33150686,50468896.265625,39490.18998929,34.18152618,23.4337101
177,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6103,COINCO,4,RURAL,610304,419,393,812,0,0,0,419,393,812,0,345,345,0.29723868,35530919.9003906,35368.88533173,24.11334991,33.67429352
178,7,REGIÓN DEL MAULE,71,TALCA,7108,RÍO CLARO,6,RURAL,710806,445,370,815,0,0,0,445,370,815,0,476,476,0.73504254,112871583.576172,90384.57396481,74.98416138,10.86896229
179,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6302,CHÉPICA,3,RURAL,630203,423,395,818,0,0,0,423,395,818,0,298,298,0.44434008,129954596.216797,53464.26351916,87.47641754,9.35109234
180,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6310,SANTA CRUZ,10,RURAL,631010,417,405,822,0,0,0,417,405,822,0,295,295,0.08665261,4189631.296875,9993.76433512,2.82754111,290.71194458
181,13,REGIÓN METROPOLITANA DE SANTIAGO,135,MELIPILLA,13501,MELIPILLA,5,RURAL,1350105,441,400,841,0,0,0,441,400,841,0,329,329,0.63742869,284318615.345703,75547.14195026,195.53994751,4.30091143
182,13,REGIÓN METROPOLITANA DE SANTIAGO,133,CHACABUCO,13303,TILTIL,4,RURAL,1330304,415,429,844,0,0,0,415,429,844,0,326,326,0.48769386,136665793.457031,58676.41672272,95.88114929,8.80256462
183,7,REGIÓN DEL MAULE,73,CURICÓ,7303,LICANTÉN,2,RURAL,730302,440,406,846,0,0,0,440,406,846,0,390,390,0.4984774,114350399.402344,59219.83047325,76.65336609,11.03669739
184,13,REGIÓN METROPOLITANA DE SANTIAGO,133,CHACABUCO,13303,TILTIL,3,RURAL,1330303,463,384,847,0,0,0,463,384,847,0,297,297,0.45200379,128399209.328125,53705.83281317,90.13098145,9.39743423
185,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10209,QUEMCHI,3,MIXTO,1020903,331,303,634,110,104,214,441,407,848,105,294,399,0.44405194,108826465.695312,53668.55531541,59.6312561,14.22072983
186,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,11,RURAL,720111,464,394,858,0,0,0,464,394,858,0,488,488,0.84721453,256118224.664062,103238.99969106,167.42503357,5.12468147
187,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6114,QUINTA DE TILCOCO,4,RURAL,611404,457,414,871,0,0,0,457,414,871,0,346,346,0.14676781,14987459.4941406,17442.84831311,10.1950407,85.43369293
188,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10205,DALCAHUE,4,RURAL,1020504,468,410,878,0,0,0,468,410,878,0,457,457,0.45744475,135214649.101562,56085.52128464,73.92157745,11.8774519
189,7,REGIÓN DEL MAULE,74,LINARES,7405,RETIRO,5,RURAL,740505,493,393,886,0,0,0,493,393,886,0,436,436,1.03590822,474683924.732422,125008.96986897,310.90710449,2.84972596
190,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6101,RANCAGUA,3,URBANO,610103,0,0,0,468,425,893,468,425,893,405,0,405,0.03351736,882548.1171875,3965.83442413,0.60363269,1479.37646484
191,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,111,COYHAIQUE,11101,COYHAIQUE,5,RURAL,1110105,527,385,912,0,0,0,527,385,912,0,533,533,1.91584107,2017293332.47266,247183.44112307,975.96380615,0.93446094
192,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10205,DALCAHUE,6,RURAL,1020506,482,430,912,0,0,0,482,430,912,0,405,405,0.36180373,64171823.2304688,44759.78674808,35.08885574,25.99115753
193,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6303,CHIMBARONGO,12,RURAL,630312,470,443,913,0,0,0,470,443,913,0,372,372,0.5575635,136259421.103516,65323.55824236,91.58636475,9.96873283
194,7,REGIÓN DEL MAULE,74,LINARES,7406,SAN JAVIER,11,RURAL,740611,479,445,924,0,0,0,479,445,924,0,427,427,0.85690523,337789377.457031,102820.76109245,222.02301025,4.16173077
195,7,REGIÓN DEL MAULE,71,TALCA,7108,RÍO CLARO,4,RURAL,710804,503,431,934,0,0,0,503,431,934,0,405,405,0.44627864,83241100.234375,52306.77601275,55.51122284,16.8254261
196,7,REGIÓN DEL MAULE,71,TALCA,7109,SAN CLEMENTE,5,RURAL,710905,511,447,958,0,0,0,511,447,958,0,507,507,0.48027836,83674256.2910156,56926.62027686,55.46598434,17.27184677
197,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10209,QUEMCHI,5,RURAL,1020905,493,467,960,0,0,0,493,467,960,0,359,359,0.47126046,88780898.6054688,55482.90092662,48.67937851,19.72087669
198,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,29,URBANO,1310129,0,0,0,514,450,964,514,450,964,278,0,278,0.04034817,1036672.38671875,4701.16355238,0.72268832,1333.9083252
199,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6203,LITUECHE,7,RURAL,620307,487,480,967,0,0,0,487,480,967,0,505,505,0.40630712,94053505.9296875,48206.10707964,64.5300827,14.98525906
200,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,10,RURAL,720110,500,470,970,0,0,0,500,470,970,0,526,526,0.98827865,452372683.865234,117915.39545448,297.13739014,3.26448298
201,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,63,COLCHAGUA,6304,LOLOL,4,RURAL,630404,511,465,976,0,0,0,511,465,976,0,469,469,0.7561535,255484991.347656,91484.79516738,171.78842163,5.68140697
202,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,61,CACHAPOAL,6115,RENGO,5,RURAL,611505,520,463,983,0,0,0,520,463,983,0,360,360,0.99814504,211223179.660156,118091.84406963,142.89193726,6.87932491
203,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,8,MIXTO,720108,246,249,495,242,252,494,488,501,989,195,222,417,0.51617382,116678338.228516,61293.03186131,76.36208344,12.95145321
204,7,REGIÓN DEL MAULE,71,TALCA,7106,PELARCO,3,RURAL,710603,536,464,1000,0,0,0,536,464,1000,0,474,474,0.82408036,288798924.337891,98485.83208646,191.72288513,5.21586132
205,6,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,62,CARDENAL CARO,6203,LITUECHE,4,MIXTO,620304,93,77,170,428,408,836,521,485,1006,340,128,468,0.62142535,143971190.982422,74078.26784027,98.40407562,10.22315311
206,13,REGIÓN METROPOLITANA DE SANTIAGO,136,TALAGANTE,13604,PADRE HURTADO,5,RURAL,1360405,538,468,1006,0,0,0,538,468,1006,0,341,341,0.22252862,19019061.09375,25959.93411369,13.25376892,75.90293884
207,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10202,ANCUD,4,RURAL,1020204,507,511,1018,0,0,0,507,511,1018,0,541,541,0.56895157,129257632.273438,70882.17998904,71.76418304,14.18534946
208,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10205,DALCAHUE,5,RURAL,1020505,535,485,1020,0,0,0,535,485,1020,0,483,483,0.56078195,172968071.164062,67626.24577959,94.41378021,10.8035078
209,7,REGIÓN DEL MAULE,73,CURICÓ,7304,MOLINA,3,MIXTO,730403,537,488,1025,0,0,0,537,488,1025,0,564,564,0.7094075,175843052.802734,85745.48993256,117.47137451,8.72552967
210,7,REGIÓN DEL MAULE,71,TALCA,7109,SAN CLEMENTE,4,RURAL,710904,534,500,1034,0,0,0,534,500,1034,0,419,419,0.32340077,73162661.0351562,38280.68747211,48.43490982,21.34823799
211,13,REGIÓN METROPOLITANA DE SANTIAGO,135,MELIPILLA,13505,SAN PEDRO,5,RURAL,1350505,564,479,1043,0,0,0,564,479,1043,0,355,355,0.58510009,210287178.998047,68808.75261787,144.4186554,7.22205877
212,7,REGIÓN DEL MAULE,74,LINARES,7406,SAN JAVIER,1,URBANO,740601,0,0,0,450,596,1046,450,596,1046,431,0,431,0.03154488,843910.91601563,3745.17319262,0.53818703,1943.56225586
213,7,REGIÓN DEL MAULE,71,TALCA,7103,CUREPTO,2,RURAL,710302,563,493,1056,0,0,0,563,493,1056,0,552,552,0.48916044,132618048.324219,58757.2415026,88.82148743,11.8890152
214,7,REGIÓN DEL MAULE,74,LINARES,7406,SAN JAVIER,14,RURAL,740614,558,500,1058,0,0,0,558,500,1058,0,676,676,0.644873,275375615,78473.98613708,182.37435913,5.8012538
215,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10202,ANCUD,11,RURAL,1020211,549,515,1064,0,0,0,549,515,1064,0,596,596,1.17870733,150842353.207031,141877.84657886,83.65326691,12.71916866
216,7,REGIÓN DEL MAULE,72,CAUQUENES,7201,CAUQUENES,1,MIXTO,720101,0,0,0,486,583,1069,486,583,1069,514,0,514,0.03681643,785707.30078125,4476.43721814,0.95704633,1116.97827148
217,7,REGIÓN DEL MAULE,74,LINARES,7401,LINARES,10,RURAL,740110,579,495,1074,0,0,0,579,495,1074,0,953,953,1.28509612,543156110.576172,148853.79156649,355.67956543,3.01957178
218,7,REGIÓN DEL MAULE,74,LINARES,7401,LINARES,9,RURAL,740109,646,437,1083,0,0,0,646,437,1083,0,897,897,1.79129425,1083104512.18555,215516.07964633,706.53845215,1.53282535
219,13,REGIÓN METROPOLITANA DE SANTIAGO,133,CHACABUCO,13301,COLINA,4,MIXTO,1330104,170,194,364,592,135,727,762,329,1091,86,106,192,1.02911606,304927260.837891,119257.32461503,213.3056488,5.11472607
220,7,REGIÓN DEL MAULE,71,TALCA,7109,SAN CLEMENTE,7,RURAL,710907,607,486,1093,0,0,0,607,486,1093,0,606,606,0.84238527,318992691.224609,100157.13028767,211.31054688,5.17248201
